Invoice_no,Received Date,Processed Date,Amount,Assigned To,Date,Transaction Number,Trans Name,Transaction Description,Debit,Credit,Balance,Days_Taken
INV8400,2024-10-30,2024-11-03,4145.7,acctnt_3,2024-11-03,15399,Equipment Purchase,Equipment Purchase,4145.7,0.0,191763,4
INV8401,2024-10-31,2024-11-03,3668.26,acctnt_3,2024-11-03,15400,Revenue - Consulting,Invoice Payment,0.0,3668.26,195431,3
INV8402,2024-10-30,2024-11-03,3320.24,acctnt_3,2024-11-03,15401,Office Rent,Office Rent,3320.24,0.0,192111,4
INV8403,2024-11-01,2024-11-03,1188.44,acctnt_6,2024-11-03,15402,Equipment Purchase,Maintenance Fee,1188.44,0.0,190922,2
INV8404,2024-10-30,2024-11-03,1155.16,acctnt_3,2024-11-03,15403,Accounts Receivable,Cloud Service Renewal,0.0,1155.16,192077,4
INV8405,2024-11-01,2024-11-03,1037.23,acctnt_3,2024-11-03,15404,Software Subscriptions,Salary Expense,1037.23,0.0,191040,2
INV8406,2024-11-03,2024-11-03,476.84,acctnt_6,2024-11-03,15405,Office Rent,Software Purchase,476.84,0.0,190563,0
INV8407,2024-10-27,2024-11-03,4527.48,acctnt_6,2024-11-03,15406,Salaries Expense,Client Payment,4527.48,0.0,186036,7
INV8408,2024-11-02,2024-11-03,533.37,acctnt_5,2024-11-03,15407,Revenue - Consulting,Office Rent,0.0,533.37,186569,1
INV8409,2024-10-28,2024-11-03,2194.32,acctnt_4,2024-11-03,15408,Accounts Receivable,Software Purchase,0.0,2194.32,188763,6
INV8410,2024-11-02,2024-11-03,1208.51,acctnt_5,2024-11-03,15409,Accounts Payable,Office Rent,1208.51,0.0,187555,1
INV8411,2024-11-03,2024-11-03,3792.14,acctnt_3,2024-11-03,15410,Office Rent,Client Payment,3792.14,0.0,183763,0
INV8412,2024-10-29,2024-11-03,249.16,acctnt_4,2024-11-03,15411,Accounts Payable,Office Rent,249.16,0.0,183514,5
INV8413,2024-10-30,2024-11-03,3389.77,acctnt_4,2024-11-03,15412,Revenue - Consulting,Cloud Service Renewal,0.0,3389.77,186903,4
INV8414,2024-11-02,2024-11-03,3085.73,acctnt_1,2024-11-03,15413,Salaries Expense,Cloud Service Renewal,3085.73,0.0,183818,1
INV8415,2024-10-28,2024-11-03,3202.45,acctnt_1,2024-11-03,15414,Revenue - Consulting,Maintenance Fee,0.0,3202.45,187020,6
INV8416,2024-10-31,2024-11-03,4319.57,acctnt_6,2024-11-03,15415,Office Rent,Salary Expense,4319.57,0.0,182700,3
INV8417,2024-10-27,2024-11-03,4518.77,acctnt_1,2024-11-03,15416,Accounts Receivable,Software Purchase,0.0,4518.77,187219,7
INV8418,2024-10-27,2024-11-03,352.51,acctnt_5,2024-11-03,15417,Salaries Expense,Software Purchase,352.51,0.0,186867,7
INV8419,2024-11-03,2024-11-03,220.96,acctnt_3,2024-11-03,15418,Revenue - Software Sales,Office Rent,0.0,220.96,187088,0
INV8420,2024-11-03,2024-11-03,3889.33,acctnt_3,2024-11-03,15419,Software Subscriptions,Office Rent,3889.33,0.0,183198,0
INV8421,2024-11-03,2024-11-03,617.97,acctnt_1,2024-11-03,15420,Revenue - Software Sales,Client Payment,0.0,617.97,183816,0
INV8422,2024-11-01,2024-11-03,623.38,acctnt_4,2024-11-03,15421,Revenue - Consulting,Equipment Purchase,0.0,623.38,184440,2
INV8423,2024-10-29,2024-11-04,210.9,acctnt_6,2024-11-04,15422,Revenue - Consulting,Maintenance Fee,0.0,210.9,184651,6
INV8424,2024-11-03,2024-11-04,1100.28,acctnt_3,2024-11-04,15423,Revenue - Consulting,Maintenance Fee,0.0,1100.28,185751,1
INV8425,2024-11-01,2024-11-04,2534.66,acctnt_1,2024-11-04,15424,Revenue - Consulting,Salary Expense,0.0,2534.66,188286,3
INV8426,2024-11-04,2024-11-04,1004.02,acctnt_5,2024-11-04,15425,Revenue - Consulting,Equipment Purchase,0.0,1004.02,189290,0
INV8427,2024-10-29,2024-11-04,1683.46,acctnt_3,2024-11-04,15426,Revenue - Consulting,Software Purchase,0.0,1683.46,190973,6
INV8428,2024-10-28,2024-11-04,3734.22,acctnt_2,2024-11-04,15427,Revenue - Software Sales,Equipment Purchase,0.0,3734.22,194707,7
INV8429,2024-11-02,2024-11-04,1913.36,acctnt_6,2024-11-04,15428,Salaries Expense,Office Rent,1913.36,0.0,192794,2
INV8430,2024-10-30,2024-11-04,2910.75,acctnt_2,2024-11-04,15429,Equipment Purchase,Maintenance Fee,2910.75,0.0,189883,5
INV8431,2024-11-04,2024-11-04,107.25,acctnt_5,2024-11-04,15430,Revenue - Consulting,Office Rent,0.0,107.25,189990,0
INV8432,2024-11-01,2024-11-04,4656.69,acctnt_6,2024-11-04,15431,Revenue - Consulting,Invoice Payment,0.0,4656.69,194647,3
INV8433,2024-10-29,2024-11-04,1524.61,acctnt_5,2024-11-04,15432,Equipment Purchase,Invoice Payment,1524.61,0.0,193122,6
INV8434,2024-10-30,2024-11-04,3457.1,acctnt_5,2024-11-04,15433,Salaries Expense,Equipment Purchase,3457.1,0.0,189665,5
INV8435,2024-11-03,2024-11-04,3476.25,acctnt_3,2024-11-04,15434,Salaries Expense,Equipment Purchase,3476.25,0.0,186189,1
INV8436,2024-10-30,2024-11-04,4878.65,acctnt_6,2024-11-04,15435,Revenue - Software Sales,Client Payment,0.0,4878.65,191068,5
INV8437,2024-11-04,2024-11-04,3204.45,acctnt_6,2024-11-04,15436,Office Rent,Software Purchase,3204.45,0.0,187863,0
INV8438,2024-11-03,2024-11-04,3131.56,acctnt_1,2024-11-04,15437,Office Rent,Invoice Payment,3131.56,0.0,184732,1
INV8439,2024-11-02,2024-11-04,4700.27,acctnt_2,2024-11-04,15438,Revenue - Consulting,Maintenance Fee,0.0,4700.27,189432,2
INV8440,2024-11-03,2024-11-04,3085.16,acctnt_3,2024-11-04,15439,Office Rent,Invoice Payment,3085.16,0.0,186347,1
INV8441,2024-10-30,2024-11-04,3205.67,acctnt_4,2024-11-04,15440,Revenue - Software Sales,Client Payment,0.0,3205.67,189553,5
INV8442,2024-10-30,2024-11-04,654.1,acctnt_5,2024-11-04,15441,Revenue - Consulting,Software Purchase,0.0,654.1,190207,5
INV8443,2024-11-02,2024-11-04,2322.74,acctnt_6,2024-11-04,15442,Office Rent,Salary Expense,2322.74,0.0,187884,2
INV8444,2024-11-02,2024-11-04,3199.01,acctnt_2,2024-11-04,15443,Office Rent,Cloud Service Renewal,3199.01,0.0,184685,2
INV8445,2024-11-01,2024-11-04,286.58,acctnt_2,2024-11-04,15444,Salaries Expense,Client Payment,286.58,0.0,184398,3
INV8446,2024-11-03,2024-11-04,1005.73,acctnt_5,2024-11-04,15445,Software Subscriptions,Cloud Service Renewal,1005.73,0.0,183393,1
INV8447,2024-10-31,2024-11-04,4784.67,acctnt_4,2024-11-04,15446,Accounts Receivable,Maintenance Fee,0.0,4784.67,188177,4
INV8448,2024-11-03,2024-11-04,3827.63,acctnt_2,2024-11-04,15447,Office Rent,Equipment Purchase,3827.63,0.0,184350,1
INV8449,2024-11-01,2024-11-04,1475.49,acctnt_1,2024-11-04,15448,Salaries Expense,Maintenance Fee,1475.49,0.0,182874,3
INV8450,2024-10-28,2024-11-04,2031.06,acctnt_6,2024-11-04,15449,Salaries Expense,Maintenance Fee,2031.06,0.0,180843,7
INV8451,2024-10-30,2024-11-04,517.79,acctnt_6,2024-11-04,15450,Salaries Expense,Maintenance Fee,517.79,0.0,180325,5
INV8452,2024-11-04,2024-11-04,185.02,acctnt_6,2024-11-04,15451,Accounts Receivable,Cloud Service Renewal,0.0,185.02,180510,0
INV8453,2024-11-04,2024-11-04,2398.92,acctnt_2,2024-11-04,15452,Accounts Receivable,Equipment Purchase,0.0,2398.92,182909,0
INV8454,2024-11-03,2024-11-04,4869.48,acctnt_4,2024-11-04,15453,Salaries Expense,Maintenance Fee,4869.48,0.0,178040,1
INV8455,2024-10-29,2024-11-04,1439.28,acctnt_4,2024-11-04,15454,Salaries Expense,Cloud Service Renewal,1439.28,0.0,176600,6
INV8456,2024-11-04,2024-11-04,2136.99,acctnt_6,2024-11-04,15455,Office Rent,Salary Expense,2136.99,0.0,174463,0
INV8457,2024-10-30,2024-11-05,2879.09,acctnt_5,2024-11-05,15456,Accounts Payable,Office Rent,2879.09,0.0,171584,6
INV8458,2024-11-02,2024-11-05,1241.22,acctnt_5,2024-11-05,15457,Salaries Expense,Client Payment,1241.22,0.0,170343,3
INV8459,2024-10-29,2024-11-05,2075.38,acctnt_1,2024-11-05,15458,Salaries Expense,Office Rent,2075.38,0.0,168268,7
INV8460,2024-11-05,2024-11-05,1153.75,acctnt_4,2024-11-05,15459,Software Subscriptions,Software Purchase,1153.75,0.0,167114,0
INV8461,2024-11-02,2024-11-05,3669.88,acctnt_1,2024-11-05,15460,Salaries Expense,Office Rent,3669.88,0.0,163444,3
INV8462,2024-11-02,2024-11-05,3216.41,acctnt_1,2024-11-05,15461,Revenue - Consulting,Salary Expense,0.0,3216.41,166661,3
INV8463,2024-11-04,2024-11-05,3630.45,acctnt_5,2024-11-05,15462,Equipment Purchase,Client Payment,3630.45,0.0,163030,1
INV8464,2024-10-31,2024-11-05,742.96,acctnt_4,2024-11-05,15463,Revenue - Consulting,Cloud Service Renewal,0.0,742.96,163773,5
INV8465,2024-11-04,2024-11-05,2694.88,acctnt_2,2024-11-05,15464,Revenue - Consulting,Equipment Purchase,0.0,2694.88,166468,1
INV8466,2024-10-31,2024-11-05,682.92,acctnt_1,2024-11-05,15465,Accounts Receivable,Office Rent,0.0,682.92,167151,5
INV8467,2024-10-29,2024-11-05,2713.26,acctnt_3,2024-11-05,15466,Office Rent,Office Rent,2713.26,0.0,164438,7
INV8468,2024-10-31,2024-11-05,752.93,acctnt_5,2024-11-05,15467,Salaries Expense,Invoice Payment,752.93,0.0,163685,5
INV8469,2024-11-01,2024-11-05,4252.3,acctnt_2,2024-11-05,15468,Software Subscriptions,Invoice Payment,4252.3,0.0,159432,4
INV8470,2024-11-01,2024-11-05,2882.83,acctnt_1,2024-11-05,15469,Software Subscriptions,Software Purchase,2882.83,0.0,156550,4
INV8471,2024-10-29,2024-11-05,2545.6,acctnt_5,2024-11-05,15470,Salaries Expense,Software Purchase,2545.6,0.0,154004,7
INV8472,2024-11-01,2024-11-05,4902.44,acctnt_2,2024-11-05,15471,Salaries Expense,Salary Expense,4902.44,0.0,149102,4
INV8473,2024-10-30,2024-11-05,1012.69,acctnt_6,2024-11-05,15472,Revenue - Consulting,Cloud Service Renewal,0.0,1012.69,150114,6
INV8474,2024-11-02,2024-11-05,1209.68,acctnt_3,2024-11-05,15473,Equipment Purchase,Cloud Service Renewal,1209.68,0.0,148905,3
INV8475,2024-11-03,2024-11-06,4964.4,acctnt_4,2024-11-06,15474,Accounts Receivable,Invoice Payment,0.0,4964.4,153869,3
INV8476,2024-11-02,2024-11-06,1003.7,acctnt_4,2024-11-06,15475,Revenue - Consulting,Software Purchase,0.0,1003.7,154873,4
INV8477,2024-10-30,2024-11-06,1569.93,acctnt_2,2024-11-06,15476,Accounts Payable,Maintenance Fee,1569.93,0.0,153303,7
INV8478,2024-11-05,2024-11-06,2702.72,acctnt_5,2024-11-06,15477,Salaries Expense,Software Purchase,2702.72,0.0,150600,1
INV8479,2024-10-31,2024-11-06,1432.56,acctnt_4,2024-11-06,15478,Salaries Expense,Salary Expense,1432.56,0.0,149167,6
INV8480,2024-11-01,2024-11-06,2500.63,acctnt_6,2024-11-06,15479,Salaries Expense,Salary Expense,2500.63,0.0,146667,5
INV8481,2024-11-06,2024-11-06,3641.97,acctnt_4,2024-11-06,15480,Revenue - Consulting,Equipment Purchase,0.0,3641.97,150309,0
INV8482,2024-11-02,2024-11-06,1211.48,acctnt_4,2024-11-06,15481,Revenue - Consulting,Salary Expense,0.0,1211.48,151520,4
INV8483,2024-11-06,2024-11-06,1903.47,acctnt_1,2024-11-06,15482,Revenue - Consulting,Invoice Payment,0.0,1903.47,153424,0
INV8484,2024-11-04,2024-11-06,1763.15,acctnt_1,2024-11-06,15483,Revenue - Consulting,Maintenance Fee,0.0,1763.15,155187,2
INV8485,2024-11-05,2024-11-06,4118.22,acctnt_6,2024-11-06,15484,Revenue - Consulting,Software Purchase,0.0,4118.22,159305,1
INV8486,2024-11-02,2024-11-06,2583.76,acctnt_5,2024-11-06,15485,Revenue - Consulting,Maintenance Fee,0.0,2583.76,161889,4
INV8487,2024-11-01,2024-11-06,4372.64,acctnt_2,2024-11-06,15486,Salaries Expense,Invoice Payment,4372.64,0.0,157516,5
INV8488,2024-10-30,2024-11-06,1110.51,acctnt_6,2024-11-06,15487,Equipment Purchase,Software Purchase,1110.51,0.0,156406,7
INV8489,2024-10-31,2024-11-06,2632.75,acctnt_2,2024-11-06,15488,Revenue - Consulting,Cloud Service Renewal,0.0,2632.75,159038,6
INV8490,2024-11-02,2024-11-06,3710.76,acctnt_5,2024-11-06,15489,Accounts Receivable,Office Rent,0.0,3710.76,162749,4
INV8491,2024-11-06,2024-11-06,843.87,acctnt_2,2024-11-06,15490,Revenue - Consulting,Maintenance Fee,0.0,843.87,163593,0
INV8492,2024-11-01,2024-11-06,4527.27,acctnt_4,2024-11-06,15491,Revenue - Consulting,Software Purchase,0.0,4527.27,168120,5
INV8493,2024-11-06,2024-11-06,769.89,acctnt_3,2024-11-06,15492,Salaries Expense,Client Payment,769.89,0.0,167350,0
INV8494,2024-11-01,2024-11-06,3126.83,acctnt_5,2024-11-06,15493,Revenue - Consulting,Cloud Service Renewal,0.0,3126.83,170477,5
INV8495,2024-11-03,2024-11-06,2950.53,acctnt_5,2024-11-06,15494,Equipment Purchase,Client Payment,2950.53,0.0,167527,3
INV8496,2024-10-31,2024-11-06,1076.46,acctnt_6,2024-11-06,15495,Salaries Expense,Cloud Service Renewal,1076.46,0.0,166450,6
INV8497,2024-11-03,2024-11-06,2213.46,acctnt_3,2024-11-06,15496,Software Subscriptions,Cloud Service Renewal,2213.46,0.0,164237,3
INV8498,2024-11-01,2024-11-07,1964.5,acctnt_6,2024-11-07,15497,Revenue - Consulting,Office Rent,0.0,1964.5,166201,6
INV8499,2024-11-05,2024-11-07,1535.83,acctnt_2,2024-11-07,15498,Revenue - Consulting,Salary Expense,0.0,1535.83,167737,2
INV8500,2024-11-03,2024-11-07,4799.03,acctnt_2,2024-11-07,15499,Accounts Receivable,Software Purchase,0.0,4799.03,172536,4
INV8501,2024-11-05,2024-11-07,1506.28,acctnt_3,2024-11-07,15500,Revenue - Consulting,Salary Expense,0.0,1506.28,174042,2
INV8502,2024-10-31,2024-11-07,2791.0,acctnt_1,2024-11-07,15501,Accounts Payable,Invoice Payment,2791.0,0.0,171251,7
INV8503,2024-11-04,2024-11-07,1880.05,acctnt_4,2024-11-07,15502,Revenue - Consulting,Office Rent,0.0,1880.05,173132,3
INV8504,2024-11-05,2024-11-07,2435.19,acctnt_6,2024-11-07,15503,Office Rent,Office Rent,2435.19,0.0,170696,2
INV8505,2024-11-05,2024-11-07,4015.37,acctnt_2,2024-11-07,15504,Equipment Purchase,Software Purchase,4015.37,0.0,166681,2
INV8506,2024-10-31,2024-11-07,4848.32,acctnt_4,2024-11-07,15505,Accounts Receivable,Software Purchase,0.0,4848.32,171529,7
INV8507,2024-11-04,2024-11-07,4249.7,acctnt_6,2024-11-07,15506,Accounts Receivable,Invoice Payment,0.0,4249.7,175779,3
INV8508,2024-11-06,2024-11-07,3218.11,acctnt_5,2024-11-07,15507,Salaries Expense,Salary Expense,3218.11,0.0,172561,1
INV8509,2024-11-05,2024-11-07,2414.87,acctnt_4,2024-11-07,15508,Salaries Expense,Office Rent,2414.87,0.0,170146,2
INV8510,2024-11-06,2024-11-07,3856.46,acctnt_4,2024-11-07,15509,Revenue - Consulting,Software Purchase,0.0,3856.46,174002,1
INV8511,2024-11-04,2024-11-07,1761.68,acctnt_2,2024-11-07,15510,Revenue - Software Sales,Office Rent,0.0,1761.68,175764,3
INV8512,2024-10-31,2024-11-07,1202.05,acctnt_4,2024-11-07,15511,Equipment Purchase,Software Purchase,1202.05,0.0,174562,7
INV8513,2024-11-01,2024-11-07,770.3,acctnt_6,2024-11-07,15512,Revenue - Consulting,Office Rent,0.0,770.3,175332,6
INV8514,2024-11-04,2024-11-07,311.28,acctnt_6,2024-11-07,15513,Salaries Expense,Client Payment,311.28,0.0,175021,3
INV8515,2024-11-07,2024-11-07,1042.19,acctnt_5,2024-11-07,15514,Salaries Expense,Salary Expense,1042.19,0.0,173979,0
INV8516,2024-11-02,2024-11-07,4421.59,acctnt_1,2024-11-07,15515,Revenue - Consulting,Client Payment,0.0,4421.59,178401,5
INV8517,2024-11-02,2024-11-07,1274.25,acctnt_2,2024-11-07,15516,Salaries Expense,Software Purchase,1274.25,0.0,177126,5
INV8518,2024-11-03,2024-11-07,1545.93,acctnt_6,2024-11-07,15517,Revenue - Consulting,Maintenance Fee,0.0,1545.93,178672,4
INV8519,2024-11-04,2024-11-07,800.52,acctnt_4,2024-11-07,15518,Accounts Receivable,Invoice Payment,0.0,800.52,179473,3
INV8520,2024-11-05,2024-11-07,292.34,acctnt_3,2024-11-07,15519,Software Subscriptions,Equipment Purchase,292.34,0.0,179180,2
INV8521,2024-10-31,2024-11-07,1791.49,acctnt_2,2024-11-07,15520,Revenue - Consulting,Equipment Purchase,0.0,1791.49,180972,7
INV8522,2024-11-07,2024-11-07,240.3,acctnt_2,2024-11-07,15521,Salaries Expense,Equipment Purchase,240.3,0.0,180732,0
INV8523,2024-11-06,2024-11-07,1262.98,acctnt_2,2024-11-07,15522,Revenue - Consulting,Maintenance Fee,0.0,1262.98,181995,1
INV8524,2024-11-04,2024-11-07,2722.78,acctnt_1,2024-11-07,15523,Revenue - Consulting,Invoice Payment,0.0,2722.78,184717,3
INV8525,2024-11-03,2024-11-07,2682.6,acctnt_5,2024-11-07,15524,Equipment Purchase,Cloud Service Renewal,2682.6,0.0,182035,4
INV8526,2024-11-01,2024-11-07,1274.74,acctnt_2,2024-11-07,15525,Equipment Purchase,Software Purchase,1274.74,0.0,180760,6
INV8527,2024-11-05,2024-11-08,1262.14,acctnt_1,2024-11-08,15526,Accounts Payable,Salary Expense,1262.14,0.0,179498,3
INV8528,2024-11-01,2024-11-08,4789.51,acctnt_5,2024-11-08,15527,Accounts Payable,Maintenance Fee,4789.51,0.0,174708,7
INV8529,2024-11-03,2024-11-08,296.7,acctnt_5,2024-11-08,15528,Software Subscriptions,Equipment Purchase,296.7,0.0,174412,5
INV8530,2024-11-01,2024-11-08,4510.95,acctnt_3,2024-11-08,15529,Accounts Receivable,Cloud Service Renewal,0.0,4510.95,178923,7
INV8531,2024-11-07,2024-11-08,1743.12,acctnt_2,2024-11-08,15530,Revenue - Consulting,Client Payment,0.0,1743.12,180666,1
INV8532,2024-11-07,2024-11-08,2739.83,acctnt_6,2024-11-08,15531,Salaries Expense,Cloud Service Renewal,2739.83,0.0,177926,1
INV8533,2024-11-06,2024-11-08,2989.8,acctnt_3,2024-11-08,15532,Salaries Expense,Cloud Service Renewal,2989.8,0.0,174936,2
INV8534,2024-11-06,2024-11-08,231.05,acctnt_5,2024-11-08,15533,Revenue - Software Sales,Equipment Purchase,0.0,231.05,175167,2
INV8535,2024-11-02,2024-11-08,3372.91,acctnt_4,2024-11-08,15534,Software Subscriptions,Client Payment,3372.91,0.0,171794,6
INV8536,2024-11-03,2024-11-08,3345.49,acctnt_3,2024-11-08,15535,Accounts Payable,Salary Expense,3345.49,0.0,168449,5
INV8537,2024-11-06,2024-11-08,3631.35,acctnt_1,2024-11-08,15536,Revenue - Consulting,Client Payment,0.0,3631.35,172080,2
INV8538,2024-11-04,2024-11-08,4827.09,acctnt_3,2024-11-08,15537,Salaries Expense,Cloud Service Renewal,4827.09,0.0,167253,4
INV8539,2024-11-02,2024-11-08,4348.79,acctnt_4,2024-11-08,15538,Equipment Purchase,Client Payment,4348.79,0.0,162904,6
INV8540,2024-11-02,2024-11-08,2049.11,acctnt_6,2024-11-08,15539,Revenue - Consulting,Software Purchase,0.0,2049.11,164953,6
INV8541,2024-11-07,2024-11-08,1035.96,acctnt_6,2024-11-08,15540,Salaries Expense,Office Rent,1035.96,0.0,163917,1
INV8542,2024-11-06,2024-11-08,1291.34,acctnt_5,2024-11-08,15541,Revenue - Consulting,Maintenance Fee,0.0,1291.34,165209,2
INV8543,2024-11-07,2024-11-08,596.54,acctnt_6,2024-11-08,15542,Office Rent,Cloud Service Renewal,596.54,0.0,164612,1
INV8544,2024-11-03,2024-11-08,1983.18,acctnt_6,2024-11-08,15543,Revenue - Consulting,Software Purchase,0.0,1983.18,166595,5
INV8545,2024-11-03,2024-11-08,3914.59,acctnt_1,2024-11-08,15544,Revenue - Software Sales,Software Purchase,0.0,3914.59,170510,5
INV8546,2024-11-08,2024-11-08,4460.51,acctnt_5,2024-11-08,15545,Revenue - Consulting,Software Purchase,0.0,4460.51,174970,0
INV8547,2024-11-07,2024-11-08,3213.58,acctnt_3,2024-11-08,15546,Salaries Expense,Software Purchase,3213.58,0.0,171757,1
INV8548,2024-11-08,2024-11-08,2122.37,acctnt_1,2024-11-08,15547,Revenue - Consulting,Salary Expense,0.0,2122.37,173879,0
INV8549,2024-11-08,2024-11-08,3426.87,acctnt_2,2024-11-08,15548,Software Subscriptions,Salary Expense,3426.87,0.0,170452,0
INV8550,2024-11-01,2024-11-08,390.89,acctnt_4,2024-11-08,15549,Revenue - Consulting,Cloud Service Renewal,0.0,390.89,170843,7
INV8551,2024-11-02,2024-11-08,1692.21,acctnt_4,2024-11-08,15550,Revenue - Consulting,Invoice Payment,0.0,1692.21,172535,6
INV8552,2024-11-07,2024-11-08,2911.18,acctnt_3,2024-11-08,15551,Software Subscriptions,Cloud Service Renewal,2911.18,0.0,169624,1
INV8553,2024-11-05,2024-11-08,2649.96,acctnt_5,2024-11-08,15552,Software Subscriptions,Salary Expense,2649.96,0.0,166974,3
INV8554,2024-11-05,2024-11-08,2666.83,acctnt_2,2024-11-08,15553,Revenue - Consulting,Equipment Purchase,0.0,2666.83,169641,3
INV8555,2024-11-07,2024-11-08,2748.62,acctnt_1,2024-11-08,15554,Revenue - Consulting,Salary Expense,0.0,2748.62,172390,1
INV8556,2024-11-03,2024-11-09,3469.73,acctnt_1,2024-11-09,15555,Revenue - Consulting,Office Rent,0.0,3469.73,175859,6
INV8557,2024-11-02,2024-11-09,3449.61,acctnt_4,2024-11-09,15556,Office Rent,Office Rent,3449.61,0.0,172410,7
INV8558,2024-11-04,2024-11-09,3757.8,acctnt_1,2024-11-09,15557,Salaries Expense,Equipment Purchase,3757.8,0.0,168652,5
INV8559,2024-11-07,2024-11-09,2886.89,acctnt_1,2024-11-09,15558,Revenue - Consulting,Cloud Service Renewal,0.0,2886.89,171539,2
INV8560,2024-11-04,2024-11-09,2032.04,acctnt_2,2024-11-09,15559,Revenue - Consulting,Cloud Service Renewal,0.0,2032.04,173571,5
INV8561,2024-11-07,2024-11-09,770.22,acctnt_2,2024-11-09,15560,Salaries Expense,Client Payment,770.22,0.0,172801,2
INV8562,2024-11-07,2024-11-09,228.61,acctnt_3,2024-11-09,15561,Salaries Expense,Salary Expense,228.61,0.0,172572,2
INV8563,2024-11-02,2024-11-09,575.3,acctnt_5,2024-11-09,15562,Revenue - Consulting,Client Payment,0.0,575.3,173147,7
INV8564,2024-11-05,2024-11-09,2553.74,acctnt_4,2024-11-09,15563,Accounts Payable,Cloud Service Renewal,2553.74,0.0,170594,4
INV8565,2024-11-09,2024-11-09,4695.29,acctnt_3,2024-11-09,15564,Office Rent,Client Payment,4695.29,0.0,165898,0
INV8566,2024-11-03,2024-11-09,2582.67,acctnt_1,2024-11-09,15565,Accounts Payable,Equipment Purchase,2582.67,0.0,163316,6
INV8567,2024-11-09,2024-11-09,503.95,acctnt_2,2024-11-09,15566,Revenue - Consulting,Office Rent,0.0,503.95,163820,0
INV8568,2024-11-03,2024-11-09,853.75,acctnt_3,2024-11-09,15567,Salaries Expense,Client Payment,853.75,0.0,162966,6
INV8569,2024-11-03,2024-11-09,3041.76,acctnt_5,2024-11-09,15568,Office Rent,Software Purchase,3041.76,0.0,159924,6
INV8570,2024-11-05,2024-11-09,623.9,acctnt_2,2024-11-09,15569,Software Subscriptions,Client Payment,623.9,0.0,159300,4
INV8571,2024-11-09,2024-11-09,4905.5,acctnt_3,2024-11-09,15570,Revenue - Consulting,Office Rent,0.0,4905.5,164206,0
INV8572,2024-11-06,2024-11-09,1307.4,acctnt_5,2024-11-09,15571,Office Rent,Client Payment,1307.4,0.0,162898,3
INV8573,2024-11-04,2024-11-09,2169.74,acctnt_4,2024-11-09,15572,Revenue - Consulting,Client Payment,0.0,2169.74,165068,5
INV8574,2024-11-08,2024-11-09,3541.25,acctnt_3,2024-11-09,15573,Revenue - Software Sales,Maintenance Fee,0.0,3541.25,168609,1
INV8575,2024-11-06,2024-11-09,1012.71,acctnt_3,2024-11-09,15574,Revenue - Consulting,Equipment Purchase,0.0,1012.71,169622,3
INV8576,2024-11-02,2024-11-09,2924.9,acctnt_5,2024-11-09,15575,Salaries Expense,Invoice Payment,2924.9,0.0,166697,7
INV8577,2024-11-02,2024-11-09,3583.66,acctnt_4,2024-11-09,15576,Salaries Expense,Office Rent,3583.66,0.0,163114,7
INV8578,2024-11-05,2024-11-09,3425.84,acctnt_3,2024-11-09,15577,Revenue - Consulting,Cloud Service Renewal,0.0,3425.84,166539,4
INV8579,2024-11-05,2024-11-09,2596.27,acctnt_1,2024-11-09,15578,Revenue - Consulting,Equipment Purchase,0.0,2596.27,169136,4
INV8580,2024-11-05,2024-11-09,4881.47,acctnt_5,2024-11-09,15579,Office Rent,Equipment Purchase,4881.47,0.0,164254,4
INV8581,2024-11-04,2024-11-09,2962.54,acctnt_6,2024-11-09,15580,Salaries Expense,Equipment Purchase,2962.54,0.0,161292,5
INV8582,2024-11-07,2024-11-09,1142.93,acctnt_2,2024-11-09,15581,Salaries Expense,Maintenance Fee,1142.93,0.0,160149,2
INV8583,2024-11-02,2024-11-09,4331.59,acctnt_1,2024-11-09,15582,Revenue - Consulting,Salary Expense,0.0,4331.59,164480,7
INV8584,2024-11-02,2024-11-09,4703.62,acctnt_2,2024-11-09,15583,Revenue - Consulting,Equipment Purchase,0.0,4703.62,169184,7
INV8585,2024-11-08,2024-11-09,350.71,acctnt_6,2024-11-09,15584,Revenue - Consulting,Invoice Payment,0.0,350.71,169535,1
INV8586,2024-11-04,2024-11-09,1122.48,acctnt_2,2024-11-09,15585,Accounts Receivable,Maintenance Fee,0.0,1122.48,170657,5
INV8587,2024-11-06,2024-11-10,4309.15,acctnt_4,2024-11-10,15586,Equipment Purchase,Equipment Purchase,4309.15,0.0,166348,4
INV8588,2024-11-07,2024-11-10,2599.33,acctnt_6,2024-11-10,15587,Revenue - Software Sales,Office Rent,0.0,2599.33,168947,3
INV8589,2024-11-06,2024-11-10,1898.65,acctnt_6,2024-11-10,15588,Software Subscriptions,Invoice Payment,1898.65,0.0,167049,4
INV8590,2024-11-09,2024-11-10,3260.16,acctnt_2,2024-11-10,15589,Revenue - Consulting,Office Rent,0.0,3260.16,170309,1
INV8591,2024-11-09,2024-11-10,389.34,acctnt_4,2024-11-10,15590,Software Subscriptions,Office Rent,389.34,0.0,169919,1
INV8592,2024-11-08,2024-11-10,2997.61,acctnt_5,2024-11-10,15591,Revenue - Consulting,Salary Expense,0.0,2997.61,172917,2
INV8593,2024-11-06,2024-11-10,1060.12,acctnt_1,2024-11-10,15592,Accounts Payable,Client Payment,1060.12,0.0,171857,4
INV8594,2024-11-06,2024-11-10,2740.88,acctnt_4,2024-11-10,15593,Revenue - Consulting,Client Payment,0.0,2740.88,174598,4
