Date,Transaction Number,Trans Name,Transaction Description,Debit,Credit,Balance
19-10-2024,15020,Revenue - Software Sales,Salary Expense,0,1428.43,223273
19-10-2024,15021,Office Rent,Salary Expense,1625.02,0,221648
19-10-2024,15022,Revenue - Software Sales,Salary Expense,0,445.21,222094
19-10-2024,15023,Revenue - Consulting,Cloud Service Renewal,0,2754.73,224848
19-10-2024,15024,Revenue - Consulting,Equipment Purchase,0,245.7,225094
19-10-2024,15025,Revenue - Consulting,Maintenance Fee,0,459.71,225554
19-10-2024,15026,Accounts Receivable,Office Rent,0,3308.43,228862
19-10-2024,15027,Salaries Expense,Software Purchase,2365.91,0,226496
19-10-2024,15028,Accounts Payable,Office Rent,2804.04,0,223692
19-10-2024,15029,Salaries Expense,Maintenance Fee,4341.24,0,219351
19-10-2024,15030,Salaries Expense,Cloud Service Renewal,2295.73,0,217055
19-10-2024,15031,Salaries Expense,Maintenance Fee,1247.64,0,215808
19-10-2024,15032,Revenue - Software Sales,Software Purchase,0,3571.42,219379
19-10-2024,15033,Revenue - Consulting,Cloud Service Renewal,0,2239.75,221619
19-10-2024,15034,Salaries Expense,Cloud Service Renewal,578.24,0,221041
19-10-2024,15035,Revenue - Consulting,Salary Expense,0,2803.77,223844
19-10-2024,15036,Accounts Receivable,Invoice Payment,0,3815.08,227659
19-10-2024,15037,Accounts Payable,Software Purchase,1790.89,0,225869
19-10-2024,15038,Equipment Purchase,Software Purchase,2506.29,0,223362
19-10-2024,15039,Salaries Expense,Client Payment,4301.41,0,219061
19-10-2024,15040,Accounts Receivable,Equipment Purchase,0,4062.13,223123
19-10-2024,15041,Salaries Expense,Office Rent,3438.74,0,219684
19-10-2024,15042,Revenue - Consulting,Client Payment,0,1516.51,221201
20-10-2024,15043,Revenue - Software Sales,Invoice Payment,0,2376.56,223577
20-10-2024,15044,Software Subscriptions,Client Payment,3329.52,0,220248
20-10-2024,15045,Office Rent,Client Payment,4267.16,0,215981
20-10-2024,15046,Software Subscriptions,Office Rent,4302.27,0,211678
20-10-2024,15047,Revenue - Consulting,Cloud Service Renewal,0,810.93,212489
20-10-2024,15048,Revenue - Consulting,Maintenance Fee,0,354.54,212844
20-10-2024,15049,Salaries Expense,Office Rent,3848.56,0,208995
20-10-2024,15050,Salaries Expense,Invoice Payment,3586.14,0,205409
20-10-2024,15051,Revenue - Software Sales,Client Payment,0,4093.44,209503
20-10-2024,15052,Salaries Expense,Equipment Purchase,2888.81,0,206614
20-10-2024,15053,Revenue - Consulting,Equipment Purchase,0,1403.12,208017
20-10-2024,15054,Salaries Expense,Client Payment,1793.16,0,206224
20-10-2024,15055,Office Rent,Software Purchase,4463.77,0,201760
20-10-2024,15056,Salaries Expense,Invoice Payment,3804.94,0,197955
20-10-2024,15057,Software Subscriptions,Equipment Purchase,4597.1,0,193358
20-10-2024,15058,Software Subscriptions,Cloud Service Renewal,1462.75,0,191895
20-10-2024,15059,Salaries Expense,Client Payment,524.83,0,191370
20-10-2024,15060,Revenue - Consulting,Equipment Purchase,0,2427.85,193798
20-10-2024,15061,Salaries Expense,Equipment Purchase,567.18,0,193231
20-10-2024,15062,Software Subscriptions,Office Rent,4093.21,0,189138
20-10-2024,15063,Revenue - Software Sales,Maintenance Fee,0,2033.31,191171
21-10-2024,15064,Revenue - Consulting,Equipment Purchase,0,2371.9,193543
21-10-2024,15065,Revenue - Consulting,Cloud Service Renewal,0,975.44,194518
21-10-2024,15066,Equipment Purchase,Software Purchase,1518.94,0,193000
21-10-2024,15067,Revenue - Consulting,Salary Expense,0,4847.96,197847
21-10-2024,15068,Revenue - Consulting,Client Payment,0,2660.79,200508
21-10-2024,15069,Salaries Expense,Software Purchase,4001.06,0,196507
21-10-2024,15070,Salaries Expense,Office Rent,3777.92,0,192729
21-10-2024,15071,Revenue - Consulting,Equipment Purchase,0,2354.53,195084
21-10-2024,15072,Salaries Expense,Salary Expense,313.95,0,194770
21-10-2024,15073,Equipment Purchase,Client Payment,3908.15,0,190862
21-10-2024,15074,Equipment Purchase,Cloud Service Renewal,4824.69,0,186037
21-10-2024,15075,Revenue - Consulting,Salary Expense,0,153.34,186190
21-10-2024,15076,Revenue - Software Sales,Salary Expense,0,705.91,186896
21-10-2024,15077,Salaries Expense,Cloud Service Renewal,2929.44,0,183967
21-10-2024,15078,Office Rent,Software Purchase,4155,0,179812
21-10-2024,15079,Revenue - Consulting,Client Payment,0,3260.06,183072
21-10-2024,15080,Revenue - Consulting,Salary Expense,0,1224.31,184296
21-10-2024,15081,Salaries Expense,Salary Expense,4430.46,0,179866
21-10-2024,15082,Revenue - Consulting,Office Rent,0,4923.79,184790
22-10-2024,15083,Revenue - Consulting,Maintenance Fee,0,3516.87,188306
22-10-2024,15084,Revenue - Software Sales,Software Purchase,0,2461.72,190768
22-10-2024,15085,Revenue - Consulting,Equipment Purchase,0,1480.85,192249
22-10-2024,15086,Salaries Expense,Software Purchase,545.25,0,191704
22-10-2024,15087,Revenue - Consulting,Invoice Payment,0,2489.72,194193
22-10-2024,15088,Office Rent,Office Rent,4659.42,0,189534
22-10-2024,15089,Revenue - Consulting,Client Payment,0,556.79,190091
22-10-2024,15090,Revenue - Consulting,Equipment Purchase,0,3580.41,193671
22-10-2024,15091,Revenue - Consulting,Office Rent,0,1237.35,194909
22-10-2024,15092,Revenue - Consulting,Software Purchase,0,4376.42,199285
22-10-2024,15093,Revenue - Consulting,Salary Expense,0,1512.21,200797
22-10-2024,15094,Software Subscriptions,Cloud Service Renewal,2002.66,0,198795
22-10-2024,15095,Salaries Expense,Invoice Payment,1461.4,0,197333
22-10-2024,15096,Accounts Payable,Invoice Payment,3188.9,0,194144
22-10-2024,15097,Revenue - Software Sales,Equipment Purchase,0,240.72,194385
22-10-2024,15098,Equipment Purchase,Office Rent,3348.72,0,191036
22-10-2024,15099,Software Subscriptions,Maintenance Fee,3334.19,0,187702
22-10-2024,15100,Salaries Expense,Software Purchase,2018.64,0,185683
22-10-2024,15101,Equipment Purchase,Software Purchase,4706.8,0,180977
22-10-2024,15102,Revenue - Consulting,Client Payment,0,4523.41,185500
22-10-2024,15103,Revenue - Consulting,Maintenance Fee,0,107.36,185607
22-10-2024,15104,Revenue - Software Sales,Salary Expense,0,2564.01,188171
23-10-2024,15105,Equipment Purchase,Invoice Payment,134.71,0,188037
23-10-2024,15106,Software Subscriptions,Software Purchase,226.37,0,187810
23-10-2024,15107,Salaries Expense,Client Payment,2450.35,0,185360
23-10-2024,15108,Revenue - Consulting,Office Rent,0,4126.93,189487
23-10-2024,15109,Accounts Payable,Software Purchase,3600.73,0,185886
23-10-2024,15110,Salaries Expense,Salary Expense,552.21,0,185334
23-10-2024,15111,Revenue - Consulting,Equipment Purchase,0,1460.17,186794
23-10-2024,15112,Equipment Purchase,Invoice Payment,800.58,0,185994
23-10-2024,15113,Accounts Receivable,Office Rent,0,391.44,186385
23-10-2024,15114,Software Subscriptions,Salary Expense,2782.02,0,183603
23-10-2024,15115,Office Rent,Client Payment,1693.35,0,181910
23-10-2024,15116,Revenue - Consulting,Cloud Service Renewal,0,3712.09,185622
23-10-2024,15117,Revenue - Software Sales,Cloud Service Renewal,0,536.59,186158
23-10-2024,15118,Office Rent,Client Payment,4807.79,0,181350
23-10-2024,15119,Salaries Expense,Software Purchase,1747.54,0,179603
23-10-2024,15120,Accounts Payable,Client Payment,4957.49,0,174645
23-10-2024,15121,Salaries Expense,Client Payment,1940.5,0,172705
23-10-2024,15122,Revenue - Consulting,Maintenance Fee,0,4570.89,177276
23-10-2024,15123,Office Rent,Software Purchase,4507.33,0,172769
23-10-2024,15124,Salaries Expense,Salary Expense,694.21,0,172074
23-10-2024,15125,Revenue - Consulting,Salary Expense,0,3616.25,175691
23-10-2024,15126,Revenue - Consulting,Office Rent,0,810.88,176501
24-10-2024,15127,Revenue - Consulting,Maintenance Fee,0,2160.88,178662
24-10-2024,15128,Revenue - Consulting,Client Payment,0,1942.01,180604
24-10-2024,15129,Revenue - Consulting,Software Purchase,0,3170.05,183774
24-10-2024,15130,Salaries Expense,Cloud Service Renewal,1353.96,0,182420
24-10-2024,15131,Equipment Purchase,Client Payment,4450.23,0,177970
24-10-2024,15132,Revenue - Consulting,Software Purchase,0,2251.97,180222
24-10-2024,15133,Salaries Expense,Office Rent,770.89,0,179451
24-10-2024,15134,Salaries Expense,Office Rent,1542.03,0,177909
24-10-2024,15135,Revenue - Consulting,Software Purchase,0,3380.76,181290
24-10-2024,15136,Salaries Expense,Salary Expense,1410.24,0,179880
24-10-2024,15137,Accounts Receivable,Client Payment,0,4937.64,184817
24-10-2024,15138,Revenue - Consulting,Cloud Service Renewal,0,317.86,185135
24-10-2024,15139,Salaries Expense,Software Purchase,118.73,0,185017
24-10-2024,15140,Revenue - Consulting,Software Purchase,0,4668.8,189685
24-10-2024,15141,Salaries Expense,Invoice Payment,4518.4,0,185167
24-10-2024,15142,Office Rent,Maintenance Fee,695.51,0,184471
24-10-2024,15143,Office Rent,Equipment Purchase,4592.36,0,179879
24-10-2024,15144,Salaries Expense,Equipment Purchase,2400.62,0,177478
24-10-2024,15145,Salaries Expense,Cloud Service Renewal,547.11,0,176931
24-10-2024,15146,Salaries Expense,Maintenance Fee,3359.93,0,173571
24-10-2024,15147,Revenue - Software Sales,Software Purchase,0,2013.49,175585
24-10-2024,15148,Revenue - Software Sales,Salary Expense,0,1172.35,176757
24-10-2024,15149,Revenue - Consulting,Office Rent,0,4040.05,180797
24-10-2024,15150,Revenue - Consulting,Invoice Payment,0,179.96,180977
24-10-2024,15151,Revenue - Consulting,Salary Expense,0,1449.47,182427
24-10-2024,15152,Revenue - Consulting,Software Purchase,0,3686.36,186113
24-10-2024,15153,Revenue - Consulting,Equipment Purchase,0,2194.81,188308
24-10-2024,15154,Salaries Expense,Maintenance Fee,3375.15,0,184933
24-10-2024,15155,Salaries Expense,Salary Expense,1852.34,0,183080
24-10-2024,15156,Office Rent,Equipment Purchase,828.85,0,182252
24-10-2024,15157,Revenue - Consulting,Invoice Payment,0,1683.25,183935
24-10-2024,15158,Software Subscriptions,Invoice Payment,3237.52,0,180697
24-10-2024,15159,Equipment Purchase,Office Rent,975.91,0,179721
25-10-2024,15160,Equipment Purchase,Equipment Purchase,261.11,0,179460
25-10-2024,15161,Salaries Expense,Cloud Service Renewal,2818.61,0,176642
25-10-2024,15162,Salaries Expense,Software Purchase,4413.56,0,172228
25-10-2024,15163,Salaries Expense,Software Purchase,740.32,0,171488
25-10-2024,15164,Accounts Payable,Invoice Payment,1056.28,0,170431
25-10-2024,15165,Salaries Expense,Equipment Purchase,787.26,0,169644
25-10-2024,15166,Revenue - Consulting,Office Rent,0,4844.07,174488
25-10-2024,15167,Revenue - Consulting,Invoice Payment,0,3571.17,178059
25-10-2024,15168,Revenue - Software Sales,Software Purchase,0,519.57,178579
25-10-2024,15169,Revenue - Consulting,Office Rent,0,1606.35,180185
25-10-2024,15170,Software Subscriptions,Salary Expense,4558.98,0,175626
25-10-2024,15171,Equipment Purchase,Office Rent,2545.91,0,173081
25-10-2024,15172,Accounts Receivable,Invoice Payment,0,1761.9,174842
25-10-2024,15173,Revenue - Consulting,Salary Expense,0,4331.11,179174
25-10-2024,15174,Revenue - Consulting,Cloud Service Renewal,0,4229.92,183403
25-10-2024,15175,Revenue - Consulting,Salary Expense,0,4826.94,188230
25-10-2024,15176,Revenue - Software Sales,Client Payment,0,1985.6,190216
25-10-2024,15177,Software Subscriptions,Invoice Payment,2811.77,0,187404
25-10-2024,15178,Revenue - Software Sales,Equipment Purchase,0,770.06,188174
25-10-2024,15179,Salaries Expense,Software Purchase,1172.72,0,187002
25-10-2024,15180,Salaries Expense,Cloud Service Renewal,3531.14,0,183470
25-10-2024,15181,Revenue - Consulting,Office Rent,0,4452.66,187923
25-10-2024,15182,Salaries Expense,Equipment Purchase,832.35,0,187091
25-10-2024,15183,Salaries Expense,Salary Expense,3970.83,0,183120
25-10-2024,15184,Equipment Purchase,Equipment Purchase,2301.59,0,180818
26-10-2024,15185,Salaries Expense,Office Rent,1592.25,0,179226
26-10-2024,15186,Accounts Receivable,Office Rent,0,637.98,179864
26-10-2024,15187,Revenue - Consulting,Cloud Service Renewal,0,4734.61,184599
26-10-2024,15188,Equipment Purchase,Invoice Payment,2837.15,0,181761
26-10-2024,15189,Revenue - Consulting,Maintenance Fee,0,3438.69,185200
26-10-2024,15190,Revenue - Consulting,Software Purchase,0,2876.86,188077
26-10-2024,15191,Software Subscriptions,Software Purchase,3875.03,0,184202
26-10-2024,15192,Salaries Expense,Office Rent,1344.49,0,182858
26-10-2024,15193,Revenue - Consulting,Software Purchase,0,3095.53,185953
26-10-2024,15194,Salaries Expense,Equipment Purchase,744.43,0,185209
26-10-2024,15195,Salaries Expense,Salary Expense,3238.78,0,181970
26-10-2024,15196,Office Rent,Salary Expense,4932.71,0,177037
26-10-2024,15197,Revenue - Consulting,Salary Expense,0,742.23,177779
26-10-2024,15198,Salaries Expense,Maintenance Fee,1602.7,0,176177
26-10-2024,15199,Equipment Purchase,Salary Expense,4375.99,0,171801
26-10-2024,15200,Equipment Purchase,Cloud Service Renewal,3738.27,0,168062
26-10-2024,15201,Accounts Receivable,Equipment Purchase,0,3463.08,171525
26-10-2024,15202,Accounts Payable,Software Purchase,2832.93,0,168693
26-10-2024,15203,Revenue - Consulting,Invoice Payment,0,4945.83,173638
26-10-2024,15204,Office Rent,Invoice Payment,3467.36,0,170171
27-10-2024,15205,Revenue - Consulting,Office Rent,0,3318,173489
27-10-2024,15206,Salaries Expense,Office Rent,456.29,0,173033
27-10-2024,15207,Salaries Expense,Cloud Service Renewal,4485.38,0,168547
27-10-2024,15208,Accounts Receivable,Invoice Payment,0,4314.43,172862
27-10-2024,15209,Revenue - Consulting,Client Payment,0,4633.34,177495
27-10-2024,15210,Salaries Expense,Equipment Purchase,4151.37,0,173344
27-10-2024,15211,Revenue - Consulting,Salary Expense,0,4257.09,177601
27-10-2024,15212,Revenue - Consulting,Salary Expense,0,1037.12,178638
27-10-2024,15213,Salaries Expense,Maintenance Fee,3078.56,0,175559
27-10-2024,15214,Office Rent,Cloud Service Renewal,683.12,0,174876
27-10-2024,15215,Salaries Expense,Cloud Service Renewal,3874.29,0,171002
27-10-2024,15216,Office Rent,Invoice Payment,3513.29,0,167489
27-10-2024,15217,Salaries Expense,Maintenance Fee,3954.36,0,163534
27-10-2024,15218,Revenue - Consulting,Invoice Payment,0,1258.86,164793
27-10-2024,15219,Salaries Expense,Software Purchase,799.05,0,163994
27-10-2024,15220,Salaries Expense,Cloud Service Renewal,1928.13,0,162066
27-10-2024,15221,Office Rent,Software Purchase,1713.42,0,160353
27-10-2024,15222,Revenue - Consulting,Software Purchase,0,423.3,160776
27-10-2024,15223,Equipment Purchase,Software Purchase,1617.21,0,159159
27-10-2024,15224,Salaries Expense,Client Payment,3614.09,0,155545
27-10-2024,15225,Equipment Purchase,Cloud Service Renewal,1622.44,0,153922
27-10-2024,15226,Salaries Expense,Salary Expense,1294.17,0,152628
27-10-2024,15227,Revenue - Software Sales,Invoice Payment,0,2917.65,155546
27-10-2024,15228,Software Subscriptions,Software Purchase,1090.35,0,154455
27-10-2024,15229,Salaries Expense,Client Payment,3696.13,0,150759
27-10-2024,15230,Salaries Expense,Office Rent,1674.56,0,149085
27-10-2024,15231,Software Subscriptions,Client Payment,376.52,0,148708
27-10-2024,15232,Revenue - Consulting,Office Rent,0,3820.19,152528
27-10-2024,15233,Accounts Payable,Equipment Purchase,3008.95,0,149519
27-10-2024,15234,Salaries Expense,Equipment Purchase,2902.28,0,146617
27-10-2024,15235,Salaries Expense,Software Purchase,3677.54,0,142939
27-10-2024,15236,Software Subscriptions,Salary Expense,1047.49,0,141892
28-10-2024,15237,Salaries Expense,Invoice Payment,850.04,0,141042
28-10-2024,15238,Accounts Payable,Client Payment,4807.55,0,136234
28-10-2024,15239,Salaries Expense,Salary Expense,1608.94,0,134625
28-10-2024,15240,Equipment Purchase,Cloud Service Renewal,2013.1,0,132612
28-10-2024,15241,Revenue - Consulting,Equipment Purchase,0,1084.92,133697
28-10-2024,15242,Revenue - Software Sales,Software Purchase,0,2626.14,136323
28-10-2024,15243,Revenue - Software Sales,Software Purchase,0,2427.74,138751
28-10-2024,15244,Revenue - Consulting,Office Rent,0,631.39,139383
28-10-2024,15245,Accounts Receivable,Client Payment,0,4070.74,143453
28-10-2024,15246,Salaries Expense,Software Purchase,3530.78,0,139923
28-10-2024,15247,Revenue - Consulting,Office Rent,0,2966.69,142889
28-10-2024,15248,Revenue - Consulting,Equipment Purchase,0,420.15,143309
28-10-2024,15249,Revenue - Consulting,Software Purchase,0,4678.13,147987
28-10-2024,15250,Revenue - Software Sales,Cloud Service Renewal,0,612.76,148600
28-10-2024,15251,Revenue - Consulting,Salary Expense,0,2731.34,151332
28-10-2024,15252,Office Rent,Invoice Payment,860.37,0,150471
28-10-2024,15253,Equipment Purchase,Software Purchase,3288.14,0,147183
28-10-2024,15254,Equipment Purchase,Client Payment,1686.77,0,145496
28-10-2024,15255,Salaries Expense,Cloud Service Renewal,446.32,0,145050
28-10-2024,15256,Revenue - Consulting,Salary Expense,0,2233.62,147284
28-10-2024,15257,Salaries Expense,Salary Expense,4929.78,0,142354
28-10-2024,15258,Revenue - Software Sales,Equipment Purchase,0,4288.8,146643
29-10-2024,15259,Revenue - Software Sales,Software Purchase,0,2009.62,148652
29-10-2024,15260,Revenue - Consulting,Invoice Payment,0,2361.33,151014
29-10-2024,15261,Salaries Expense,Invoice Payment,1946.74,0,149067
29-10-2024,15262,Software Subscriptions,Office Rent,235.32,0,148832
29-10-2024,15263,Equipment Purchase,Salary Expense,3096.56,0,145735
29-10-2024,15264,Revenue - Consulting,Cloud Service Renewal,0,1836.39,147571
29-10-2024,15265,Salaries Expense,Maintenance Fee,3893.51,0,143678
29-10-2024,15266,Accounts Payable,Client Payment,644.62,0,143033
29-10-2024,15267,Revenue - Consulting,Office Rent,0,252.72,143286
29-10-2024,15268,Revenue - Consulting,Office Rent,0,1547.27,144833
29-10-2024,15269,Salaries Expense,Cloud Service Renewal,3936.81,0,140896
29-10-2024,15270,Salaries Expense,Invoice Payment,3024.13,0,137872
29-10-2024,15271,Software Subscriptions,Equipment Purchase,3170.24,0,134702
29-10-2024,15272,Salaries Expense,Equipment Purchase,1409.19,0,133293
29-10-2024,15273,Salaries Expense,Software Purchase,4150.61,0,129142
29-10-2024,15274,Revenue - Consulting,Office Rent,0,3838.79,132981
29-10-2024,15275,Revenue - Consulting,Salary Expense,0,2509.68,135491
29-10-2024,15276,Equipment Purchase,Invoice Payment,2025.04,0,133466
29-10-2024,15277,Accounts Receivable,Maintenance Fee,0,2619.75,136085
29-10-2024,15278,Salaries Expense,Equipment Purchase,1157.44,0,134928
29-10-2024,15279,Revenue - Consulting,Salary Expense,0,4459.98,139388
29-10-2024,15280,Accounts Payable,Client Payment,1106.76,0,138281
29-10-2024,15281,Salaries Expense,Equipment Purchase,2365.18,0,135916
29-10-2024,15282,Office Rent,Office Rent,741.57,0,135174
29-10-2024,15283,Revenue - Software Sales,Software Purchase,0,2134.31,137309
29-10-2024,15284,Revenue - Consulting,Cloud Service Renewal,0,3203.08,140512
29-10-2024,15285,Office Rent,Cloud Service Renewal,2567.34,0,137944
29-10-2024,15286,Office Rent,Invoice Payment,1359,0,136585
29-10-2024,15287,Accounts Receivable,Salary Expense,0,775.58,137361
29-10-2024,15288,Revenue - Consulting,Client Payment,0,2787.95,140149
29-10-2024,15289,Salaries Expense,Software Purchase,3953.79,0,136195
29-10-2024,15290,Revenue - Consulting,Salary Expense,0,1334.39,137530
29-10-2024,15291,Salaries Expense,Cloud Service Renewal,4477.43,0,133052
30-10-2024,15292,Revenue - Consulting,Cloud Service Renewal,0,3863.53,136916
30-10-2024,15293,Revenue - Consulting,Software Purchase,0,2633.88,139550
30-10-2024,15294,Salaries Expense,Maintenance Fee,1523.68,0,138026
30-10-2024,15295,Revenue - Consulting,Salary Expense,0,2232.82,140259
30-10-2024,15296,Software Subscriptions,Salary Expense,3757.6,0,136501
30-10-2024,15297,Revenue - Consulting,Invoice Payment,0,3148.4,139650
30-10-2024,15298,Revenue - Software Sales,Client Payment,0,263.02,139913
30-10-2024,15299,Revenue - Consulting,Equipment Purchase,0,3882.76,143795
30-10-2024,15300,Salaries Expense,Invoice Payment,4359.59,0,139436
30-10-2024,15301,Revenue - Consulting,Software Purchase,0,3251.24,142687
30-10-2024,15302,Revenue - Consulting,Invoice Payment,0,2426.28,145113
30-10-2024,15303,Salaries Expense,Office Rent,1844.06,0,143269
30-10-2024,15304,Revenue - Software Sales,Software Purchase,0,1849.14,145118
30-10-2024,15305,Revenue - Consulting,Invoice Payment,0,3299.65,148418
30-10-2024,15306,Revenue - Software Sales,Invoice Payment,0,4931.85,153350
30-10-2024,15307,Revenue - Consulting,Cloud Service Renewal,0,3592.58,156942
30-10-2024,15308,Revenue - Software Sales,Equipment Purchase,0,601.27,157544
30-10-2024,15309,Equipment Purchase,Client Payment,3287.72,0,154256
30-10-2024,15310,Salaries Expense,Office Rent,4379.01,0,149877
30-10-2024,15311,Revenue - Consulting,Client Payment,0,2518.54,152395
30-10-2024,15312,Revenue - Consulting,Client Payment,0,128.95,152524
30-10-2024,15313,Revenue - Consulting,Invoice Payment,0,1707.49,154232
30-10-2024,15314,Revenue - Consulting,Invoice Payment,0,4411.14,158643
30-10-2024,15315,Salaries Expense,Salary Expense,927.41,0,157716
30-10-2024,15316,Revenue - Consulting,Software Purchase,0,3834.58,161550
31-10-2024,15317,Accounts Receivable,Maintenance Fee,0,1050.36,162601
31-10-2024,15318,Accounts Receivable,Software Purchase,0,1220.82,163821
31-10-2024,15319,Revenue - Consulting,Cloud Service Renewal,0,3493.37,167315
31-10-2024,15320,Revenue - Software Sales,Maintenance Fee,0,404.27,167719
31-10-2024,15321,Salaries Expense,Office Rent,2984.34,0,164735
31-10-2024,15322,Accounts Receivable,Maintenance Fee,0,4635.75,169370
31-10-2024,15323,Revenue - Consulting,Cloud Service Renewal,0,3363.6,172734
31-10-2024,15324,Salaries Expense,Salary Expense,2559,0,170175
31-10-2024,15325,Salaries Expense,Maintenance Fee,3983.88,0,166191
31-10-2024,15326,Revenue - Consulting,Cloud Service Renewal,0,3733,169924
31-10-2024,15327,Revenue - Consulting,Office Rent,0,1518.31,171443
31-10-2024,15328,Revenue - Consulting,Office Rent,0,528.83,171971
31-10-2024,15329,Salaries Expense,Salary Expense,4293.05,0,167678
31-10-2024,15330,Revenue - Consulting,Office Rent,0,3440,171118
31-10-2024,15331,Salaries Expense,Software Purchase,4676.89,0,166441
31-10-2024,15332,Salaries Expense,Client Payment,3786.49,0,162655
31-10-2024,15333,Accounts Receivable,Salary Expense,0,1959.29,164614
31-10-2024,15334,Accounts Receivable,Office Rent,0,3923.2,168537
31-10-2024,15335,Equipment Purchase,Salary Expense,3451.63,0,165086
31-10-2024,15336,Revenue - Consulting,Cloud Service Renewal,0,4472.15,169558
31-10-2024,15337,Equipment Purchase,Client Payment,2274.15,0,167284
31-10-2024,15338,Revenue - Consulting,Cloud Service Renewal,0,4022.7,171306
31-10-2024,15339,Salaries Expense,Client Payment,657.43,0,170649
01-11-2024,15340,Office Rent,Maintenance Fee,4415.7,0,166233
01-11-2024,15341,Accounts Receivable,Cloud Service Renewal,0,2712.41,168946
01-11-2024,15342,Revenue - Software Sales,Client Payment,0,4560.27,173506
01-11-2024,15343,Accounts Payable,Client Payment,2579.67,0,170926
01-11-2024,15344,Office Rent,Office Rent,4526.8,0,166400
01-11-2024,15345,Office Rent,Equipment Purchase,1770.09,0,164629
01-11-2024,15346,Revenue - Consulting,Maintenance Fee,0,3949.26,168579
01-11-2024,15347,Revenue - Consulting,Equipment Purchase,0,4590.1,173169
01-11-2024,15348,Revenue - Consulting,Office Rent,0,2157.13,175326
01-11-2024,15349,Salaries Expense,Software Purchase,897.32,0,174429
01-11-2024,15350,Revenue - Consulting,Office Rent,0,2977.26,177406
01-11-2024,15351,Office Rent,Maintenance Fee,1251.95,0,176154
01-11-2024,15352,Accounts Receivable,Equipment Purchase,0,4503.83,180658
01-11-2024,15353,Equipment Purchase,Client Payment,3884.26,0,176774
01-11-2024,15354,Equipment Purchase,Maintenance Fee,2272.22,0,174501
01-11-2024,15355,Salaries Expense,Salary Expense,4954.86,0,169546
01-11-2024,15356,Equipment Purchase,Software Purchase,4085.71,0,165461
01-11-2024,15357,Revenue - Consulting,Maintenance Fee,0,126.15,165587
01-11-2024,15358,Revenue - Consulting,Client Payment,0,2587.14,168174
01-11-2024,15359,Revenue - Software Sales,Salary Expense,0,4008.71,172183
01-11-2024,15360,Revenue - Software Sales,Maintenance Fee,0,2383.98,174567
01-11-2024,15361,Accounts Payable,Salary Expense,1161.13,0,173406
01-11-2024,15362,Revenue - Consulting,Maintenance Fee,0,4689.26,178095
02-11-2024,15363,Revenue - Consulting,Office Rent,0,2554.43,180649
02-11-2024,15364,Revenue - Consulting,Salary Expense,0,4251.99,184901
02-11-2024,15365,Salaries Expense,Invoice Payment,4655.03,0,180246
02-11-2024,15366,Revenue - Consulting,Office Rent,0,1476.69,181723
02-11-2024,15367,Salaries Expense,Invoice Payment,3246.2,0,178477
02-11-2024,15368,Revenue - Software Sales,Equipment Purchase,0,2305.08,180782
02-11-2024,15369,Salaries Expense,Maintenance Fee,1585.9,0,179196
02-11-2024,15370,Salaries Expense,Invoice Payment,1954.88,0,177241
02-11-2024,15371,Salaries Expense,Office Rent,3484.75,0,173756
02-11-2024,15372,Software Subscriptions,Cloud Service Renewal,411.97,0,173344
02-11-2024,15373,Revenue - Software Sales,Cloud Service Renewal,0,247.27,173592
02-11-2024,15374,Software Subscriptions,Software Purchase,341.13,0,173250
02-11-2024,15375,Accounts Payable,Office Rent,4435.32,0,168815
02-11-2024,15376,Revenue - Consulting,Software Purchase,0,450.92,169266
02-11-2024,15377,Equipment Purchase,Invoice Payment,3530.61,0,165735
02-11-2024,15378,Salaries Expense,Salary Expense,2586.41,0,163149
02-11-2024,15379,Revenue - Consulting,Equipment Purchase,0,3100,166249
02-11-2024,15380,Revenue - Consulting,Client Payment,0,3847.03,170096
02-11-2024,15381,Revenue - Consulting,Cloud Service Renewal,0,4554.58,174651
02-11-2024,15382,Revenue - Consulting,Equipment Purchase,0,4720.81,179371
02-11-2024,15383,Revenue - Consulting,Maintenance Fee,0,115.53,179487
02-11-2024,15384,Revenue - Consulting,Equipment Purchase,0,4575.22,184062
02-11-2024,15385,Accounts Receivable,Invoice Payment,0,1108.72,185171
02-11-2024,15386,Accounts Receivable,Software Purchase,0,2250.37,187421
02-11-2024,15387,Revenue - Software Sales,Office Rent,0,4687.01,192108
02-11-2024,15388,Revenue - Consulting,Maintenance Fee,0,3639.76,195748
02-11-2024,15389,Salaries Expense,Maintenance Fee,932.81,0,194815
02-11-2024,15390,Office Rent,Salary Expense,1908.83,0,192906
02-11-2024,15391,Revenue - Consulting,Office Rent,0,3247.3,196154
02-11-2024,15392,Accounts Receivable,Invoice Payment,0,3252.68,199406
02-11-2024,15393,Revenue - Consulting,Maintenance Fee,0,610.05,200016
02-11-2024,15394,Salaries Expense,Salary Expense,4554.47,0,195462
03-11-2024,15395,Accounts Payable,Cloud Service Renewal,4457.22,0,191005
03-11-2024,15396,Accounts Payable,Equipment Purchase,1295.59,0,189709
03-11-2024,15397,Revenue - Consulting,Invoice Payment,0,2456.09,192165
03-11-2024,15398,Revenue - Consulting,Invoice Payment,0,3742.97,195908
03-11-2024,15399,Equipment Purchase,Equipment Purchase,4145.7,0,191763
03-11-2024,15400,Revenue - Consulting,Invoice Payment,0,3668.26,195431
03-11-2024,15401,Office Rent,Office Rent,3320.24,0,192111
