Invoice_no,Received Date,Processed Date,Amount,Assigned To,Date,Transaction Number,Trans Name,Transaction Description,Debit,Credit,Balance
INV9427,03-12-2024,10-12-2024,1603.75,acctnt_6,10-12-2024,16426,Revenue - Software Sales,Equipment Purchase,0,1603.75,246512
INV9428,05-12-2024,10-12-2024,4152.84,acctnt_3,10-12-2024,16427,Revenue - Software Sales,Cloud Service Renewal,0,4152.84,250665
INV9429,10-12-2024,10-12-2024,1385.04,acctnt_1,10-12-2024,16428,Revenue - Consulting,Software Purchase,0,1385.04,252050
INV9430,03-12-2024,10-12-2024,2190.27,acctnt_2,10-12-2024,16429,Salaries Expense,Equipment Purchase,2190.27,0,249860
INV9431,06-12-2024,10-12-2024,4359.71,acctnt_4,10-12-2024,16430,Revenue - Software Sales,Office Rent,0,4359.71,254219
INV9432,10-12-2024,10-12-2024,3845.11,acctnt_5,10-12-2024,16431,Equipment Purchase,Maintenance Fee,3845.11,0,250374
INV9433,07-12-2024,11-12-2024,3079.85,acctnt_1,11-12-2024,16432,Accounts Payable,Salary Expense,3079.85,0,247295
INV9434,05-12-2024,11-12-2024,4403.37,acctnt_2,11-12-2024,16433,Revenue - Consulting,Office Rent,0,4403.37,251698
INV9435,06-12-2024,11-12-2024,726.43,acctnt_6,11-12-2024,16434,Accounts Receivable,Maintenance Fee,0,726.43,252424
INV9436,10-12-2024,11-12-2024,977.23,acctnt_5,11-12-2024,16435,Revenue - Consulting,Software Purchase,0,977.23,253402
INV9437,04-12-2024,11-12-2024,2449.66,acctnt_5,11-12-2024,16436,Salaries Expense,Client Payment,2449.66,0,250952
INV9438,11-12-2024,11-12-2024,1814.13,acctnt_5,11-12-2024,16437,Software Subscriptions,Salary Expense,1814.13,0,249138
INV9439,10-12-2024,11-12-2024,1972.78,acctnt_4,11-12-2024,16438,Revenue - Consulting,Maintenance Fee,0,1972.78,251111
INV9440,09-12-2024,11-12-2024,2172.57,acctnt_3,11-12-2024,16439,Salaries Expense,Salary Expense,2172.57,0,248938
INV9441,08-12-2024,11-12-2024,1811.75,acctnt_5,11-12-2024,16440,Revenue - Software Sales,Software Purchase,0,1811.75,250750
INV9442,10-12-2024,11-12-2024,2770.52,acctnt_5,11-12-2024,16441,Salaries Expense,Cloud Service Renewal,2770.52,0,247979
INV9443,07-12-2024,11-12-2024,1512.8,acctnt_2,11-12-2024,16442,Salaries Expense,Office Rent,1512.8,0,246466
INV9444,04-12-2024,11-12-2024,3076.29,acctnt_6,11-12-2024,16443,Software Subscriptions,Office Rent,3076.29,0,243390
INV9445,11-12-2024,11-12-2024,2020.55,acctnt_4,11-12-2024,16444,Revenue - Consulting,Maintenance Fee,0,2020.55,245411
INV9446,09-12-2024,11-12-2024,3984.62,acctnt_2,11-12-2024,16445,Salaries Expense,Cloud Service Renewal,3984.62,0,241426
INV9447,08-12-2024,11-12-2024,3341.43,acctnt_6,11-12-2024,16446,Revenue - Consulting,Cloud Service Renewal,0,3341.43,244767
INV9448,06-12-2024,11-12-2024,3227.28,acctnt_3,11-12-2024,16447,Revenue - Consulting,Cloud Service Renewal,0,3227.28,247995
INV9449,11-12-2024,11-12-2024,4827.75,acctnt_6,11-12-2024,16448,Equipment Purchase,Equipment Purchase,4827.75,0,243167
INV9450,04-12-2024,11-12-2024,2650.01,acctnt_3,11-12-2024,16449,Revenue - Consulting,Equipment Purchase,0,2650.01,245817
INV9451,07-12-2024,11-12-2024,3312.89,acctnt_4,11-12-2024,16450,Revenue - Consulting,Software Purchase,0,3312.89,249130
INV9452,06-12-2024,11-12-2024,2217.38,acctnt_4,11-12-2024,16451,Office Rent,Software Purchase,2217.38,0,246913
INV9453,10-12-2024,11-12-2024,4598.98,acctnt_4,11-12-2024,16452,Revenue - Consulting,Maintenance Fee,0,4598.98,251512
INV9454,10-12-2024,11-12-2024,3332.55,acctnt_6,11-12-2024,16453,Revenue - Consulting,Salary Expense,0,3332.55,254844
INV9455,11-12-2024,11-12-2024,3647.71,acctnt_4,11-12-2024,16454,Salaries Expense,Software Purchase,3647.71,0,251196
INV9456,07-12-2024,11-12-2024,643.46,acctnt_5,11-12-2024,16455,Revenue - Consulting,Salary Expense,0,643.46,251840
INV9457,09-12-2024,11-12-2024,1268.63,acctnt_1,11-12-2024,16456,Equipment Purchase,Equipment Purchase,1268.63,0,250571
INV9458,10-12-2024,11-12-2024,1428.16,acctnt_3,11-12-2024,16457,Office Rent,Invoice Payment,1428.16,0,249143
INV9459,07-12-2024,11-12-2024,1533.44,acctnt_3,11-12-2024,16458,Software Subscriptions,Software Purchase,1533.44,0,247610
INV9460,04-12-2024,11-12-2024,109.69,acctnt_3,11-12-2024,16459,Salaries Expense,Cloud Service Renewal,109.69,0,247500
INV9461,04-12-2024,11-12-2024,3902.8,acctnt_2,11-12-2024,16460,Revenue - Consulting,Salary Expense,0,3902.8,251403
INV9462,05-12-2024,11-12-2024,3420.44,acctnt_4,11-12-2024,16461,Salaries Expense,Invoice Payment,3420.44,0,247982
INV9463,10-12-2024,11-12-2024,2237.64,acctnt_3,11-12-2024,16462,Revenue - Consulting,Equipment Purchase,0,2237.64,250220
INV9464,09-12-2024,11-12-2024,2452.81,acctnt_6,11-12-2024,16463,Salaries Expense,Equipment Purchase,2452.81,0,247767
INV9465,05-12-2024,12-12-2024,3899.82,acctnt_3,12-12-2024,16464,Salaries Expense,Client Payment,3899.82,0,243867
INV9466,12-12-2024,12-12-2024,2405.96,acctnt_4,12-12-2024,16465,Revenue - Consulting,Office Rent,0,2405.96,246273
INV9467,09-12-2024,12-12-2024,1276.83,acctnt_3,12-12-2024,16466,Salaries Expense,Software Purchase,1276.83,0,244996
INV9468,09-12-2024,12-12-2024,3184.97,acctnt_3,12-12-2024,16467,Office Rent,Cloud Service Renewal,3184.97,0,241811
INV9469,07-12-2024,12-12-2024,4521.46,acctnt_2,12-12-2024,16468,Revenue - Consulting,Cloud Service Renewal,0,4521.46,246333
INV9470,07-12-2024,12-12-2024,1745.68,acctnt_2,12-12-2024,16469,Salaries Expense,Invoice Payment,1745.68,0,244587
INV9471,08-12-2024,12-12-2024,740.02,acctnt_1,12-12-2024,16470,Salaries Expense,Equipment Purchase,740.02,0,243847
INV9472,07-12-2024,12-12-2024,2686.68,acctnt_5,12-12-2024,16471,Revenue - Consulting,Cloud Service Renewal,0,2686.68,246534
INV9473,11-12-2024,12-12-2024,4997.84,acctnt_3,12-12-2024,16472,Revenue - Consulting,Salary Expense,0,4997.84,251532
INV9474,07-12-2024,12-12-2024,2398.71,acctnt_2,12-12-2024,16473,Salaries Expense,Client Payment,2398.71,0,249133
INV9475,11-12-2024,12-12-2024,3389.88,acctnt_5,12-12-2024,16474,Revenue - Consulting,Salary Expense,0,3389.88,252523
INV9476,12-12-2024,12-12-2024,1028.98,acctnt_6,12-12-2024,16475,Accounts Payable,Salary Expense,1028.98,0,251494
INV9477,09-12-2024,12-12-2024,4592.94,acctnt_4,12-12-2024,16476,Revenue - Consulting,Client Payment,0,4592.94,256087
INV9478,10-12-2024,12-12-2024,1092.74,acctnt_6,12-12-2024,16477,Salaries Expense,Salary Expense,1092.74,0,254994
INV9479,05-12-2024,12-12-2024,977.65,acctnt_6,12-12-2024,16478,Revenue - Consulting,Client Payment,0,977.65,255972
INV9480,12-12-2024,12-12-2024,3232.31,acctnt_5,12-12-2024,16479,Salaries Expense,Salary Expense,3232.31,0,252739
INV9481,10-12-2024,12-12-2024,3110.62,acctnt_3,12-12-2024,16480,Revenue - Consulting,Cloud Service Renewal,0,3110.62,255850
INV9482,11-12-2024,12-12-2024,4784.42,acctnt_3,12-12-2024,16481,Revenue - Consulting,Client Payment,0,4784.42,260634
INV9483,10-12-2024,12-12-2024,3041.72,acctnt_3,12-12-2024,16482,Equipment Purchase,Office Rent,3041.72,0,257593
INV9484,05-12-2024,12-12-2024,2385.28,acctnt_5,12-12-2024,16483,Salaries Expense,Maintenance Fee,2385.28,0,255207
INV9485,07-12-2024,12-12-2024,4817.69,acctnt_2,12-12-2024,16484,Revenue - Consulting,Maintenance Fee,0,4817.69,260025
INV9486,08-12-2024,12-12-2024,2225.09,acctnt_5,12-12-2024,16485,Salaries Expense,Client Payment,2225.09,0,257800
INV9487,07-12-2024,12-12-2024,1302.11,acctnt_4,12-12-2024,16486,Salaries Expense,Software Purchase,1302.11,0,256498
INV9488,12-12-2024,12-12-2024,325.06,acctnt_2,12-12-2024,16487,Salaries Expense,Salary Expense,325.06,0,256173
INV9489,05-12-2024,12-12-2024,4099.69,acctnt_2,12-12-2024,16488,Software Subscriptions,Software Purchase,4099.69,0,252073
INV9490,08-12-2024,12-12-2024,4251.15,acctnt_5,12-12-2024,16489,Revenue - Consulting,Cloud Service Renewal,0,4251.15,256324
INV9491,11-12-2024,12-12-2024,3601.41,acctnt_6,12-12-2024,16490,Revenue - Consulting,Software Purchase,0,3601.41,259926
INV9492,08-12-2024,12-12-2024,892.03,acctnt_6,12-12-2024,16491,Accounts Receivable,Invoice Payment,0,892.03,260818
INV9493,10-12-2024,12-12-2024,2225.04,acctnt_4,12-12-2024,16492,Salaries Expense,Cloud Service Renewal,2225.04,0,258593
INV9494,06-12-2024,12-12-2024,1634.28,acctnt_6,12-12-2024,16493,Revenue - Software Sales,Software Purchase,0,1634.28,260227
INV9495,08-12-2024,12-12-2024,1737.32,acctnt_1,12-12-2024,16494,Salaries Expense,Client Payment,1737.32,0,258490
INV9496,05-12-2024,12-12-2024,4495.34,acctnt_4,12-12-2024,16495,Revenue - Consulting,Maintenance Fee,0,4495.34,262985
INV9497,08-12-2024,12-12-2024,2917.16,acctnt_4,12-12-2024,16496,Accounts Payable,Cloud Service Renewal,2917.16,0,260068
INV9498,10-12-2024,12-12-2024,4436.45,acctnt_1,12-12-2024,16497,Revenue - Consulting,Office Rent,0,4436.45,264504
INV9499,07-12-2024,12-12-2024,1935.47,acctnt_3,12-12-2024,16498,Revenue - Consulting,Equipment Purchase,0,1935.47,266440
INV9500,09-12-2024,12-12-2024,2646.17,acctnt_3,12-12-2024,16499,Revenue - Software Sales,Maintenance Fee,0,2646.17,269086
INV9501,13-12-2024,13-12-2024,1662.73,acctnt_1,13-12-2024,16500,Revenue - Consulting,Equipment Purchase,0,1662.73,270749
INV9502,12-12-2024,13-12-2024,4758.97,acctnt_4,13-12-2024,16501,Software Subscriptions,Office Rent,4758.97,0,265990
INV9503,07-12-2024,13-12-2024,1336.79,acctnt_5,13-12-2024,16502,Software Subscriptions,Cloud Service Renewal,1336.79,0,264653
INV9504,10-12-2024,13-12-2024,2271.32,acctnt_2,13-12-2024,16503,Software Subscriptions,Salary Expense,2271.32,0,262382
INV9505,09-12-2024,13-12-2024,3374.11,acctnt_4,13-12-2024,16504,Revenue - Consulting,Cloud Service Renewal,0,3374.11,265756
INV9506,11-12-2024,13-12-2024,2084.2,acctnt_4,13-12-2024,16505,Salaries Expense,Maintenance Fee,2084.2,0,263672
INV9507,11-12-2024,13-12-2024,4704.6,acctnt_5,13-12-2024,16506,Office Rent,Invoice Payment,4704.6,0,258967
INV9508,11-12-2024,13-12-2024,1964.89,acctnt_2,13-12-2024,16507,Salaries Expense,Client Payment,1964.89,0,257002
INV9509,09-12-2024,13-12-2024,561.69,acctnt_2,13-12-2024,16508,Revenue - Consulting,Invoice Payment,0,561.69,257564
INV9510,12-12-2024,13-12-2024,1415.78,acctnt_4,13-12-2024,16509,Salaries Expense,Salary Expense,1415.78,0,256148
INV9511,12-12-2024,13-12-2024,2287.36,acctnt_2,13-12-2024,16510,Accounts Payable,Invoice Payment,2287.36,0,253861
INV9512,13-12-2024,13-12-2024,3783.45,acctnt_4,13-12-2024,16511,Equipment Purchase,Office Rent,3783.45,0,250077
INV9513,13-12-2024,13-12-2024,1844.6,acctnt_4,13-12-2024,16512,Salaries Expense,Invoice Payment,1844.6,0,248233
INV9514,13-12-2024,13-12-2024,1810.27,acctnt_6,13-12-2024,16513,Equipment Purchase,Salary Expense,1810.27,0,246422
INV9515,07-12-2024,13-12-2024,3455.03,acctnt_4,13-12-2024,16514,Revenue - Consulting,Client Payment,0,3455.03,249877
INV9516,10-12-2024,13-12-2024,3639.39,acctnt_3,13-12-2024,16515,Revenue - Consulting,Office Rent,0,3639.39,253517
INV9517,07-12-2024,13-12-2024,3192.21,acctnt_3,13-12-2024,16516,Revenue - Software Sales,Salary Expense,0,3192.21,256709
INV9518,06-12-2024,13-12-2024,3102.95,acctnt_3,13-12-2024,16517,Revenue - Consulting,Cloud Service Renewal,0,3102.95,259812
INV9519,07-12-2024,13-12-2024,4811.15,acctnt_4,13-12-2024,16518,Software Subscriptions,Maintenance Fee,4811.15,0,255001
INV9520,06-12-2024,13-12-2024,3938.15,acctnt_2,13-12-2024,16519,Revenue - Consulting,Office Rent,0,3938.15,258939
INV9521,09-12-2024,13-12-2024,3595.24,acctnt_6,13-12-2024,16520,Revenue - Consulting,Salary Expense,0,3595.24,262534
INV9522,06-12-2024,13-12-2024,1573.16,acctnt_3,13-12-2024,16521,Revenue - Consulting,Salary Expense,0,1573.16,264107
INV9523,12-12-2024,13-12-2024,4468.64,acctnt_2,13-12-2024,16522,Salaries Expense,Client Payment,4468.64,0,259639
INV9524,11-12-2024,13-12-2024,1983.32,acctnt_3,13-12-2024,16523,Revenue - Consulting,Office Rent,0,1983.32,261622
INV9525,12-12-2024,13-12-2024,2785.09,acctnt_3,13-12-2024,16524,Salaries Expense,Invoice Payment,2785.09,0,258837
INV9526,12-12-2024,13-12-2024,122.5,acctnt_4,13-12-2024,16525,Revenue - Software Sales,Maintenance Fee,0,122.5,258959
INV9527,12-12-2024,13-12-2024,3497.69,acctnt_5,13-12-2024,16526,Software Subscriptions,Client Payment,3497.69,0,255462
INV9528,07-12-2024,13-12-2024,638.21,acctnt_4,13-12-2024,16527,Accounts Receivable,Salary Expense,0,638.21,256100
INV9529,07-12-2024,13-12-2024,884.96,acctnt_5,13-12-2024,16528,Accounts Receivable,Salary Expense,0,884.96,256985
INV9530,08-12-2024,14-12-2024,4005.21,acctnt_3,14-12-2024,16529,Salaries Expense,Maintenance Fee,4005.21,0,252980
INV9531,14-12-2024,14-12-2024,2551.62,acctnt_4,14-12-2024,16530,Accounts Payable,Client Payment,2551.62,0,250428
INV9532,11-12-2024,14-12-2024,1019.03,acctnt_4,14-12-2024,16531,Revenue - Consulting,Equipment Purchase,0,1019.03,251447
INV9533,09-12-2024,14-12-2024,1785.39,acctnt_6,14-12-2024,16532,Salaries Expense,Software Purchase,1785.39,0,249662
INV9534,14-12-2024,14-12-2024,2495.51,acctnt_4,14-12-2024,16533,Revenue - Consulting,Equipment Purchase,0,2495.51,252157
INV9535,14-12-2024,14-12-2024,431.15,acctnt_5,14-12-2024,16534,Revenue - Consulting,Client Payment,0,431.15,252588
INV9536,08-12-2024,14-12-2024,482.37,acctnt_3,14-12-2024,16535,Accounts Payable,Invoice Payment,482.37,0,252106
INV9537,13-12-2024,14-12-2024,4162.7,acctnt_6,14-12-2024,16536,Revenue - Consulting,Office Rent,0,4162.7,256269
INV9538,11-12-2024,14-12-2024,243.12,acctnt_3,14-12-2024,16537,Salaries Expense,Office Rent,243.12,0,256026
INV9539,08-12-2024,14-12-2024,2240.09,acctnt_2,14-12-2024,16538,Salaries Expense,Office Rent,2240.09,0,253785
INV9540,07-12-2024,14-12-2024,4944.64,acctnt_5,14-12-2024,16539,Office Rent,Client Payment,4944.64,0,248841
INV9541,07-12-2024,14-12-2024,2556.08,acctnt_2,14-12-2024,16540,Revenue - Consulting,Software Purchase,0,2556.08,251397
INV9542,11-12-2024,14-12-2024,451.98,acctnt_1,14-12-2024,16541,Office Rent,Invoice Payment,451.98,0,250945
INV9543,08-12-2024,14-12-2024,1441.32,acctnt_5,14-12-2024,16542,Salaries Expense,Salary Expense,1441.32,0,249504
INV9544,09-12-2024,14-12-2024,4971.3,acctnt_3,14-12-2024,16543,Office Rent,Salary Expense,4971.3,0,244532
INV9545,14-12-2024,14-12-2024,1218.88,acctnt_5,14-12-2024,16544,Revenue - Consulting,Software Purchase,0,1218.88,245751
INV9546,14-12-2024,14-12-2024,2199.36,acctnt_2,14-12-2024,16545,Accounts Receivable,Office Rent,0,2199.36,247951
INV9547,09-12-2024,14-12-2024,4740.99,acctnt_5,14-12-2024,16546,Salaries Expense,Office Rent,4740.99,0,243210
INV9548,09-12-2024,14-12-2024,287.39,acctnt_1,14-12-2024,16547,Accounts Payable,Client Payment,287.39,0,242922
INV9549,07-12-2024,14-12-2024,2936.94,acctnt_2,14-12-2024,16548,Revenue - Software Sales,Invoice Payment,0,2936.94,245859
INV9550,14-12-2024,14-12-2024,3298.67,acctnt_2,14-12-2024,16549,Accounts Receivable,Office Rent,0,3298.67,249158
INV9551,11-12-2024,14-12-2024,920.88,acctnt_1,14-12-2024,16550,Revenue - Consulting,Cloud Service Renewal,0,920.88,250079
INV9552,08-12-2024,14-12-2024,3849.58,acctnt_3,14-12-2024,16551,Accounts Receivable,Equipment Purchase,0,3849.58,253928
INV9553,08-12-2024,14-12-2024,2551.85,acctnt_6,14-12-2024,16552,Software Subscriptions,Invoice Payment,2551.85,0,251376
INV9554,12-12-2024,14-12-2024,1031.28,acctnt_2,14-12-2024,16553,Salaries Expense,Cloud Service Renewal,1031.28,0,250345
INV9555,10-12-2024,14-12-2024,1390.18,acctnt_2,14-12-2024,16554,Equipment Purchase,Software Purchase,1390.18,0,248955
INV9556,13-12-2024,14-12-2024,1589.3,acctnt_6,14-12-2024,16555,Revenue - Consulting,Cloud Service Renewal,0,1589.3,250544
INV9557,12-12-2024,14-12-2024,3019.77,acctnt_1,14-12-2024,16556,Revenue - Consulting,Cloud Service Renewal,0,3019.77,253564
INV9558,08-12-2024,14-12-2024,4842.27,acctnt_6,14-12-2024,16557,Revenue - Consulting,Software Purchase,0,4842.27,258406
INV9559,07-12-2024,14-12-2024,4392.81,acctnt_1,14-12-2024,16558,Salaries Expense,Maintenance Fee,4392.81,0,254013
INV9560,07-12-2024,14-12-2024,2207.62,acctnt_4,14-12-2024,16559,Accounts Receivable,Cloud Service Renewal,0,2207.62,256221
INV9561,14-12-2024,15-12-2024,1968.77,acctnt_3,15-12-2024,16560,Revenue - Consulting,Salary Expense,0,1968.77,258190
INV9562,11-12-2024,15-12-2024,1469.15,acctnt_4,15-12-2024,16561,Revenue - Consulting,Client Payment,0,1469.15,259659
INV9563,11-12-2024,15-12-2024,2253.56,acctnt_4,15-12-2024,16562,Revenue - Consulting,Office Rent,0,2253.56,261913
INV9564,13-12-2024,15-12-2024,4917.21,acctnt_6,15-12-2024,16563,Accounts Payable,Invoice Payment,4917.21,0,256995
INV9565,09-12-2024,15-12-2024,2145.67,acctnt_2,15-12-2024,16564,Salaries Expense,Equipment Purchase,2145.67,0,254850
INV9566,09-12-2024,15-12-2024,1801.89,acctnt_6,15-12-2024,16565,Accounts Payable,Software Purchase,1801.89,0,253048
INV9567,15-12-2024,15-12-2024,4477.81,acctnt_2,15-12-2024,16566,Revenue - Software Sales,Equipment Purchase,0,4477.81,257526
INV9568,10-12-2024,15-12-2024,2196.46,acctnt_1,15-12-2024,16567,Revenue - Consulting,Maintenance Fee,0,2196.46,259722
INV9569,13-12-2024,15-12-2024,1578.45,acctnt_1,15-12-2024,16568,Revenue - Consulting,Client Payment,0,1578.45,261300
INV9570,12-12-2024,15-12-2024,2073.7,acctnt_2,15-12-2024,16569,Software Subscriptions,Salary Expense,2073.7,0,259227
INV9571,11-12-2024,15-12-2024,4803.3,acctnt_1,15-12-2024,16570,Revenue - Consulting,Client Payment,0,4803.3,264030
INV9572,11-12-2024,15-12-2024,4829.79,acctnt_3,15-12-2024,16571,Equipment Purchase,Maintenance Fee,4829.79,0,259200
INV9573,15-12-2024,15-12-2024,2788.27,acctnt_3,15-12-2024,16572,Accounts Receivable,Invoice Payment,0,2788.27,261989
INV9574,11-12-2024,15-12-2024,2013.07,acctnt_6,15-12-2024,16573,Revenue - Consulting,Equipment Purchase,0,2013.07,264002
INV9575,14-12-2024,15-12-2024,4606.23,acctnt_4,15-12-2024,16574,Revenue - Software Sales,Salary Expense,0,4606.23,268608
INV9576,10-12-2024,15-12-2024,3662.33,acctnt_2,15-12-2024,16575,Revenue - Software Sales,Maintenance Fee,0,3662.33,272270
INV9577,12-12-2024,15-12-2024,2539.96,acctnt_4,15-12-2024,16576,Revenue - Consulting,Invoice Payment,0,2539.96,274810
INV9578,12-12-2024,15-12-2024,3081.72,acctnt_3,15-12-2024,16577,Revenue - Consulting,Software Purchase,0,3081.72,277892
INV9579,14-12-2024,15-12-2024,4175.96,acctnt_6,15-12-2024,16578,Revenue - Consulting,Client Payment,0,4175.96,282068
INV9580,10-12-2024,15-12-2024,1779.69,acctnt_1,15-12-2024,16579,Software Subscriptions,Client Payment,1779.69,0,280288
INV9581,14-12-2024,15-12-2024,2842.52,acctnt_3,15-12-2024,16580,Revenue - Software Sales,Invoice Payment,0,2842.52,283131
INV9582,11-12-2024,15-12-2024,4993.8,acctnt_1,15-12-2024,16581,Salaries Expense,Client Payment,4993.8,0,278137
INV9583,09-12-2024,15-12-2024,869.07,acctnt_2,15-12-2024,16582,Salaries Expense,Equipment Purchase,869.07,0,277268
INV9584,15-12-2024,15-12-2024,4899.49,acctnt_6,15-12-2024,16583,Salaries Expense,Cloud Service Renewal,4899.49,0,272368
INV9585,08-12-2024,15-12-2024,3867.12,acctnt_1,15-12-2024,16584,Revenue - Consulting,Cloud Service Renewal,0,3867.12,276235
INV9586,15-12-2024,15-12-2024,3415.29,acctnt_1,15-12-2024,16585,Equipment Purchase,Maintenance Fee,3415.29,0,272820
INV9587,14-12-2024,15-12-2024,2370.95,acctnt_3,15-12-2024,16586,Revenue - Consulting,Cloud Service Renewal,0,2370.95,275191
INV9588,12-12-2024,15-12-2024,3343.56,acctnt_5,15-12-2024,16587,Revenue - Consulting,Client Payment,0,3343.56,278535
INV9589,08-12-2024,15-12-2024,4768.7,acctnt_3,15-12-2024,16588,Revenue - Consulting,Cloud Service Renewal,0,4768.7,283303
INV9590,14-12-2024,15-12-2024,1037.34,acctnt_2,15-12-2024,16589,Software Subscriptions,Cloud Service Renewal,1037.34,0,282266
INV9591,10-12-2024,16-12-2024,1280.41,acctnt_6,16-12-2024,16590,Revenue - Consulting,Software Purchase,0,1280.41,283546
INV9592,09-12-2024,16-12-2024,4164.02,acctnt_5,16-12-2024,16591,Revenue - Consulting,Cloud Service Renewal,0,4164.02,287710
INV9593,12-12-2024,16-12-2024,113.55,acctnt_6,16-12-2024,16592,Revenue - Consulting,Office Rent,0,113.55,287824
INV9594,12-12-2024,16-12-2024,4737.2,acctnt_3,16-12-2024,16593,Equipment Purchase,Maintenance Fee,4737.2,0,283087
INV9595,14-12-2024,16-12-2024,553.99,acctnt_2,16-12-2024,16594,Salaries Expense,Equipment Purchase,553.99,0,282533
INV9596,14-12-2024,16-12-2024,956.36,acctnt_2,16-12-2024,16595,Revenue - Consulting,Maintenance Fee,0,956.36,283489
INV9597,09-12-2024,16-12-2024,1576.57,acctnt_5,16-12-2024,16596,Accounts Payable,Maintenance Fee,1576.57,0,281913
INV9598,13-12-2024,16-12-2024,3817.48,acctnt_4,16-12-2024,16597,Revenue - Consulting,Salary Expense,0,3817.48,285730
INV9599,16-12-2024,16-12-2024,2524.28,acctnt_3,16-12-2024,16598,Salaries Expense,Equipment Purchase,2524.28,0,283206
INV9600,10-12-2024,16-12-2024,929.73,acctnt_6,16-12-2024,16599,Software Subscriptions,Salary Expense,929.73,0,282276
INV9601,10-12-2024,16-12-2024,3553.88,acctnt_6,16-12-2024,16600,Salaries Expense,Invoice Payment,3553.88,0,278722
INV9602,13-12-2024,16-12-2024,3044.34,acctnt_3,16-12-2024,16601,Salaries Expense,Equipment Purchase,3044.34,0,275678
INV9603,12-12-2024,16-12-2024,159.16,acctnt_4,16-12-2024,16602,Office Rent,Invoice Payment,159.16,0,275519
INV9604,15-12-2024,16-12-2024,406.27,acctnt_1,16-12-2024,16603,Accounts Receivable,Client Payment,0,406.27,275925
INV9605,14-12-2024,16-12-2024,135.09,acctnt_1,16-12-2024,16604,Equipment Purchase,Equipment Purchase,135.09,0,275790
INV9606,12-12-2024,16-12-2024,3406.22,acctnt_2,16-12-2024,16605,Equipment Purchase,Software Purchase,3406.22,0,272384
INV9607,14-12-2024,16-12-2024,2698.89,acctnt_5,16-12-2024,16606,Revenue - Consulting,Office Rent,0,2698.89,275083
INV9608,15-12-2024,16-12-2024,115.57,acctnt_4,16-12-2024,16607,Salaries Expense,Invoice Payment,115.57,0,274967
INV9609,15-12-2024,16-12-2024,690.32,acctnt_2,16-12-2024,16608,Revenue - Consulting,Office Rent,0,690.32,275657
INV9610,15-12-2024,16-12-2024,608.61,acctnt_3,16-12-2024,16609,Software Subscriptions,Software Purchase,608.61,0,275049
INV9611,12-12-2024,16-12-2024,3961.28,acctnt_1,16-12-2024,16610,Revenue - Consulting,Invoice Payment,0,3961.28,279010
INV9612,12-12-2024,16-12-2024,4272.17,acctnt_3,16-12-2024,16611,Revenue - Consulting,Cloud Service Renewal,0,4272.17,283282
INV9613,09-12-2024,16-12-2024,1325.45,acctnt_6,16-12-2024,16612,Revenue - Consulting,Equipment Purchase,0,1325.45,284608
INV9614,16-12-2024,16-12-2024,4185.74,acctnt_2,16-12-2024,16613,Salaries Expense,Office Rent,4185.74,0,280422
INV9615,15-12-2024,16-12-2024,4434.78,acctnt_6,16-12-2024,16614,Office Rent,Equipment Purchase,4434.78,0,275987
INV9616,15-12-2024,17-12-2024,4190.74,acctnt_3,17-12-2024,16615,Equipment Purchase,Software Purchase,4190.74,0,271796
INV9617,15-12-2024,17-12-2024,4748.65,acctnt_3,17-12-2024,16616,Revenue - Consulting,Office Rent,0,4748.65,276545
INV9618,10-12-2024,17-12-2024,4803.25,acctnt_1,17-12-2024,16617,Revenue - Consulting,Invoice Payment,0,4803.25,281348
INV9619,17-12-2024,17-12-2024,375.71,acctnt_3,17-12-2024,16618,Office Rent,Salary Expense,375.71,0,280972
INV9620,10-12-2024,17-12-2024,2077.45,acctnt_2,17-12-2024,16619,Accounts Payable,Maintenance Fee,2077.45,0,278895
INV9621,13-12-2024,17-12-2024,4534.31,acctnt_6,17-12-2024,16620,Revenue - Consulting,Salary Expense,0,4534.31,283429
INV9622,17-12-2024,17-12-2024,1799.06,acctnt_2,17-12-2024,16621,Salaries Expense,Equipment Purchase,1799.06,0,281630
INV9623,17-12-2024,17-12-2024,3252.37,acctnt_3,17-12-2024,16622,Office Rent,Client Payment,3252.37,0,278378
INV9624,15-12-2024,17-12-2024,896.84,acctnt_4,17-12-2024,16623,Revenue - Consulting,Equipment Purchase,0,896.84,279275
INV9625,11-12-2024,17-12-2024,780.22,acctnt_6,17-12-2024,16624,Office Rent,Office Rent,780.22,0,278495
INV9626,14-12-2024,17-12-2024,2901.36,acctnt_3,17-12-2024,16625,Revenue - Consulting,Salary Expense,0,2901.36,281396
INV9627,11-12-2024,17-12-2024,3143.27,acctnt_4,17-12-2024,16626,Revenue - Consulting,Software Purchase,0,3143.27,284539
INV9628,16-12-2024,17-12-2024,662.88,acctnt_4,17-12-2024,16627,Salaries Expense,Client Payment,662.88,0,283876
INV9629,16-12-2024,17-12-2024,3456.23,acctnt_2,17-12-2024,16628,Equipment Purchase,Client Payment,3456.23,0,280420
INV9630,10-12-2024,17-12-2024,4516.54,acctnt_2,17-12-2024,16629,Revenue - Consulting,Maintenance Fee,0,4516.54,284937
INV9631,12-12-2024,17-12-2024,1377.4,acctnt_3,17-12-2024,16630,Salaries Expense,Office Rent,1377.4,0,283559
INV9632,11-12-2024,17-12-2024,3016.33,acctnt_3,17-12-2024,16631,Salaries Expense,Cloud Service Renewal,3016.33,0,280543
